date,product_id,units_sold,revenue,cogs,gross_profit
2024-12-03,P005,13,1689.87,715.0,974.87
2024-12-04,P001,33,2969.67,1485.0,1484.67
2024-12-04,P002,26,779.74,312.0,467.74
2024-12-04,P003,48,959.52,384.0,575.52
2024-12-04,P004,31,1859.69,930.0,929.69
2024-12-04,P005,16,2079.84,880.0,1199.84
2024-12-05,P001,24,2159.76,1080.0,1079.76
2024-12-05,P002,30,899.7,360.0,539.7
2024-12-05,P003,46,919.54,368.0,551.54
2024-12-05,P004,19,1139.81,570.0,569.81
2024-12-05,P005,18,2339.82,990.0,1349.82
2024-12-06,P001,34,3059.66,1530.0,1529.66
2024-12-06,P002,33,989.67,396.0,593.67
2024-12-06,P003,44,879.56,352.0,527.56
2024-12-06,P004,32,1919.68,960.0,959.68
2024-12-06,P005,8,1039.92,440.0,599.92
2024-12-07,P001,44,3959.56,1980.0,1979.56
2024-12-07,P002,31,929.69,372.0,557.69
2024-12-07,P003,47,939.53,376.0,563.53
2024-12-07,P004,41,2459.59,1230.0,1229.59
2024-12-07,P005,14,1819.86,770.0,1049.86
2024-12-08,P001,43,3869.57,1935.0,1934.57
2024-12-08,P002,40,1199.6,480.0,719.6
2024-12-08,P003,51,1019.49,408.0,611.49
2024-12-08,P004,19,1139.81,570.0,569.81
2024-12-08,P005,25,3249.75,1375.0,1874.75
2024-12-09,P001,34,3059.66,1530.0,1529.66
2024-12-09,P002,29,869.71,348.0,521.71
2024-12-09,P003,57,1139.43,456.0,683.43
2024-12-09,P004,28,1679.72,840.0,839.72
2024-12-09,P005,13,1689.87,715.0,974.87
2024-12-10,P001,26,2339.74,1170.0,1169.74
2024-12-10,P002,26,779.74,312.0,467.74
2024-12-10,P003,46,919.54,368.0,551.54
2024-12-10,P004,29,1739.71,870.0,869.71
2024-12-10,P005,20,2599.8,1100.0,1499.8
2024-12-11,P001,32,2879.68,1440.0,1439.68
2024-12-11,P002,24,719.76,288.0,431.76
2024-12-11,P003,41,819.59,328.0,491.59
2024-12-11,P004,21,1259.79,630.0,629.79
2024-12-11,P005,14,1819.86,770.0,1049.86
2024-12-12,P001,44,3959.56,1980.0,1979.56
2024-12-12,P002,26,779.74,312.0,467.74
2024-12-12,P003,64,1279.36,512.0,767.36
2024-12-12,P004,21,1259.79,630.0,629.79
2024-12-12,P005,14,1819.86,770.0,1049.86
2024-12-13,P001,41,3689.59,1845.0,1844.59
2024-12-13,P002,31,929.69,372.0,557.69
2024-12-13,P003,41,819.59,328.0,491.59
2024-12-13,P004,25,1499.75,750.0,749.75
2024-12-13,P005,25,3249.75,1375.0,1874.75
2024-12-14,P001,54,4859.46,2430.0,2429.46
2024-12-14,P002,45,1349.55,540.0,809.55
2024-12-14,P003,63,1259.37,504.0,755.37
2024-12-14,P004,26,1559.74,780.0,779.74
2024-12-14,P005,18,2339.82,990.0,1349.82
2024-12-15,P001,44,3959.56,1980.0,1979.56
2024-12-15,P002,30,899.7,360.0,539.7
2024-12-15,P003,54,1079.46,432.0,647.46
2024-12-15,P004,31,1859.69,930.0,929.69
2024-12-15,P005,24,3119.76,1320.0,1799.76
2024-12-16,P001,28,2519.72,1260.0,1259.72
2024-12-16,P002,20,599.8,240.0,359.8
2024-12-16,P003,46,919.54,368.0,551.54
2024-12-16,P004,35,2099.65,1050.0,1049.65
2024-12-16,P005,6,779.94,330.0,449.94
2024-12-17,P001,33,2969.67,1485.0,1484.67
2024-12-17,P002,22,659.78,264.0,395.78
2024-12-17,P003,45,899.55,360.0,539.55
2024-12-17,P004,22,1319.78,660.0,659.78
2024-12-17,P005,12,1559.88,660.0,899.88
2024-12-18,P001,44,3959.56,1980.0,1979.56
2024-12-18,P002,34,1019.66,408.0,611.66
2024-12-18,P003,44,879.56,352.0,527.56
2024-12-18,P004,26,1559.74,780.0,779.74
2024-12-18,P005,11,1429.89,605.0,824.89
2024-12-19,P001,41,3689.59,1845.0,1844.59
2024-12-19,P002,22,659.78,264.0,395.78
2024-12-19,P003,42,839.58,336.0,503.58
2024-12-19,P004,26,1559.74,780.0,779.74
2024-12-19,P005,18,2339.82,990.0,1349.82
2024-12-20,P001,42,3779.58,1890.0,1889.58
2024-12-20,P002,28,839.72,336.0,503.72
2024-12-20,P003,41,819.59,328.0,491.59
2024-12-20,P004,31,1859.69,930.0,929.69
2024-12-20,P005,18,2339.82,990.0,1349.82
2024-12-21,P001,50,4499.5,2250.0,2249.5
2024-12-21,P002,25,749.75,300.0,449.75
2024-12-21,P003,56,1119.44,448.0,671.44
2024-12-21,P004,22,1319.78,660.0,659.78
2024-12-21,P005,18,2339.82,990.0,1349.82
2024-12-22,P001,57,5129.43,2565.0,2564.43
2024-12-22,P002,37,1109.63,444.0,665.63
2024-12-22,P003,58,1159.42,464.0,695.42
2024-12-22,P004,26,1559.74,780.0,779.74
2024-12-22,P005,21,2729.79,1155.0,1574.79
2024-12-23,P001,36,3239.64,1620.0,1619.64
2024-12-23,P002,23,689.77,276.0,413.77
2024-12-23,P003,60,1199.4,480.0,719.4
2024-12-23,P004,22,1319.78,660.0,659.78
2024-12-23,P005,19,2469.81,1045.0,1424.81
2024-12-24,P001,43,3869.57,1935.0,1934.57
2024-12-24,P002,25,749.75,300.0,449.75
2024-12-24,P003,42,839.58,336.0,503.58
2024-12-24,P004,32,1919.68,960.0,959.68
2024-12-24,P005,15,1949.85,825.0,1124.85
2024-12-25,P001,32,2879.68,1440.0,1439.68
2024-12-25,P002,30,899.7,360.0,539.7
2024-12-25,P003,55,1099.45,440.0,659.45
2024-12-25,P004,23,1379.77,690.0,689.77
2024-12-25,P005,14,1819.86,770.0,1049.86
2024-12-26,P001,47,4229.53,2115.0,2114.53
2024-12-26,P002,35,1049.65,420.0,629.65
2024-12-26,P003,33,659.67,264.0,395.67
2024-12-26,P004,27,1619.73,810.0,809.73
2024-12-26,P005,19,2469.81,1045.0,1424.81
2024-12-27,P001,38,3419.62,1710.0,1709.62
2024-12-27,P002,33,989.67,396.0,593.67
2024-12-27,P003,41,819.59,328.0,491.59
2024-12-27,P004,28,1679.72,840.0,839.72
2024-12-27,P005,15,1949.85,825.0,1124.85
2024-12-28,P001,56,5039.44,2520.0,2519.44
2024-12-28,P002,41,1229.59,492.0,737.59
2024-12-28,P003,61,1219.39,488.0,731.39
2024-12-28,P004,26,1559.74,780.0,779.74
2024-12-28,P005,17,2209.83,935.0,1274.83
2024-12-29,P001,53,4769.47,2385.0,2384.47
2024-12-29,P002,30,899.7,360.0,539.7
2024-12-29,P003,65,1299.35,520.0,779.35
2024-12-29,P004,32,1919.68,960.0,959.68
2024-12-29,P005,23,2989.77,1265.0,1724.77
2024-12-30,P001,44,3959.56,1980.0,1979.56
2024-12-30,P002,26,779.74,312.0,467.74
2024-12-30,P003,50,999.5,400.0,599.5
2024-12-30,P004,24,1439.76,720.0,719.76
2024-12-30,P005,14,1819.86,770.0,1049.86
